model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,secs
reg_lambda 100,0.454538593130108,0.49056262123919486,0.28055271466338144,0.17825097242837037,0.61522605326338,0.8660063903375617,0.37724360611695784,0.29376047494706226,0.1972988330224092,0.6149386816490194,0.5464136754912001,0.9814541894213066,0.9611303032987889,0.8510810913647906,0.8159661198476793,reg_lambda 100,3,BAH,156.4
reg_lambda 100,0.46277285442118,0.5032483451651334,0.3078487206796395,0.23973931725486824,0.6268523993049411,0.8810944239488129,0.39844802951903907,0.2230880701747828,0.2612411480453841,0.621908860463835,0.5577046512248155,0.9849200283345779,0.9687856576807333,0.8620036523941097,0.8294104272349534,reg_lambda 100,5,CGD,160.9
reg_lambda 100,0.4642215779036819,0.4923776071134422,0.30555623498015716,0.23831643671721756,0.6144670622496087,0.8792918079318,0.3919739240131494,0.2335439115277243,0.26110625198629517,0.6375629358684909,0.5536681804876312,0.9844730039845397,0.9674228373275,0.8597683825682116,0.8263974519759716,reg_lambda 100,6,CGD,161.2
reg_lambda 100,0.4591308727713355,0.4866288254697673,0.2875023380601532,0.16366154529458227,0.640031352699165,0.8646854621129578,0.3756319700880069,0.3088098673543626,0.20864531318239554,0.6156620132036209,0.5445710079805689,0.9810606651167817,0.9600557617534465,0.8504058717345679,0.8155442221950785,reg_lambda 100,8,BAH,169.6
reg_lambda 100,0.4341176007273073,0.5186130679459651,0.2627453527347908,0.22450875365055217,0.6286789886032432,0.8544619221440957,0.37289630131475887,0.20782989787546705,0.19216274940489922,0.6270236154650243,0.5460049993444562,0.9802111998487895,0.958733610650228,0.8399451916858257,0.816640481652637,reg_lambda 100,7,BAH,170.9
subsample 0.5,0.49352075609444745,0.48335191278237116,0.3323674323287301,0.22619249548250814,0.6355089224100066,0.8902281597123775,0.40126610370462185,0.3404602592423186,0.277318059205502,0.632345994064486,0.5673667025960745,0.9865662139707106,0.9721310179217195,0.8712775320024385,0.8356442228787807,subsample 0.5,1,CGD,175.9
subsample 0.5,0.46351423134801145,0.4918861886983263,0.3029443735514385,0.24107851175590617,0.614253172649726,0.8793488644363,0.39105405139200844,0.2324368894506687,0.259507479109075,0.6386003832425324,0.5526406715309462,0.9845294678092503,0.9675217817464952,0.8597968346090915,0.8238559273206436,subsample 0.5,6,CGD,164.1
subsample 0.5,0.4532122179958276,0.4907750647803744,0.2759433429999404,0.17840128661576937,0.6137996906995058,0.8651965808297971,0.37562052217198094,0.29552275151671387,0.19220947551461615,0.6144389726113334,0.5455485723894717,0.9813343807592034,0.9608783617582602,0.8500480476422719,0.8149175672209216,subsample 0.5,3,BAH,163.2
subsample 0.5,0.4641203864802781,0.5062020698227239,0.30340856616803685,0.24437347808886378,0.6254925504361424,0.8811421994383651,0.3984134658846022,0.23274491137226685,0.25794353071293524,0.622941649905036,0.5571345342782094,0.9849365783183981,0.9688148716427449,0.8621106732377365,0.8282627281799669,subsample 0.5,5,CGD,194.6
subsample 0.5,0.43277313876571427,0.5193214910308501,0.25765253115254727,0.2255387725443711,0.6279533889483948,0.8535881690247004,0.3708178102038117,0.209405837224284,0.18754712424307926,0.6272541340824683,0.5447009341620342,0.9800543456471874,0.9583872812172437,0.8388498131871736,0.8158132974855145,subsample 0.5,7,BAH,178.5
subsample 0.5,0.45748637322450436,0.4865489115120954,0.2830945882238355,0.16455922562372455,0.637865549168111,0.8640164274347559,0.37391960370032445,0.30825617025057883,0.20436169955043965,0.6154055081853246,0.5427812406747191,0.980977170454884,0.9598755741861971,0.8492869361348733,0.8132679627664768,subsample 0.5,8,BAH,189.5
mcs120 + rl10,0.4962796406070514,0.48355670604336476,0.33834194180195926,0.22174844302677357,0.6362382178478618,0.8901485512074643,0.4029757422840089,0.3460671189938252,0.2839586456191538,0.6306513841298369,0.5687140691795353,0.9865421888958055,0.9720608521444107,0.8714914224525251,0.8379816578459542,mcs120 + rl10,1,CGD,140.4
mcs120 + rl10,0.4628718867159159,0.5017190483595262,0.3110217979091787,0.23749962739017724,0.6273793489548923,0.8807675986222363,0.3988231132170958,0.2202681170969776,0.2645824255779091,0.6214191059127366,0.5580113912188732,0.9849141120997653,0.9687327945742221,0.8616583926619903,0.8298814074663706,mcs120 + rl10,5,CGD,140.4
colsample 0.6,0.4933635454614141,0.4820259101753651,0.33265955867402497,0.22432518582495084,0.6417897413949841,0.889649762236143,0.40092313634073434,0.3377666502013186,0.2795596003947977,0.6333504910848865,0.5680501940257995,0.9864443012776138,0.9718843894150407,0.8707869867015109,0.8376790801501959,colsample 0.6,1,CGD,173.6
colsample 0.6,0.455686963985918,0.49121979288762335,0.28135769559003065,0.17871007961211235,0.618908035325944,0.86593473446327,0.3781080266711377,0.2971525896420608,0.19771629620855502,0.6162266943938193,0.547531276319489,0.9814739429349044,0.9611350665676321,0.8508527422460005,0.8167969725645824,colsample 0.6,3,BAH,161.2
colsample 0.6,0.46473869600102097,0.5059609779905816,0.3046793861928728,0.24249976890109426,0.6308029783407403,0.8807619168182805,0.39890955536023137,0.2322176427163146,0.26060301304296374,0.6239000944646029,0.5580956639798206,0.9848463172298744,0.9686476486579901,0.8617781300413553,0.8299449670905762,colsample 0.6,5,CGD,173.6
colsample 0.6,0.464345293574989,0.49381126982300133,0.30188859955617836,0.23938054360138397,0.6182150584408783,0.8787399099058626,0.39143771080901113,0.2353743129870405,0.2604377362802251,0.6391326541658244,0.5532441724305609,0.984384488053504,0.9672563735680129,0.8592111131276173,0.8261255416768943,colsample 0.6,6,CGD,173.9
mcs120 + rl10,0.46461673836128636,0.4920436379426602,0.30681254450357076,0.23670165930969622,0.6131639270003729,0.8788589792178209,0.3920602308846056,0.23486866976805773,0.2627743138223879,0.6364428751264768,0.5531400113166803,0.9844108542145501,0.9672752418057425,0.859403716058864,0.8257375015788257,mcs120 + rl10,6,CGD,141.2
colsample 0.6,0.43554310970882576,0.519653194891767,0.26205114983399574,0.22585413880511773,0.6323326600611026,0.854265671163359,0.37333988104822496,0.2143432238257177,0.19140055784638016,0.628805399486327,0.5465141786209092,0.9801728767614546,0.9586881145613758,0.8393701847116023,0.8176687328037846,colsample 0.6,7,BAH,168.4
mcs120 + rl10,0.45690219886758204,0.4916415858619199,0.28574794562760825,0.17828145365762416,0.6159813581894488,0.8663739227626512,0.3796241564336305,0.29638298193134865,0.20264162860300713,0.6150762873239265,0.5481764873476055,0.9815429552803311,0.9613497318067098,0.8514120048285768,0.8176377695749271,mcs120 + rl10,3,BAH,144.9
mcs120 + rl10,0.4362205149950197,0.518957466260514,0.2672027281519962,0.22472606450950766,0.6278973487785547,0.8545984741714236,0.3750780323842831,0.21041597544050417,0.1969851880887825,0.6267343574627615,0.547552872250614,0.9802926040274245,0.958923408417005,0.8400900338814536,0.8187072669793163,mcs120 + rl10,7,BAH,144.9
colsample 0.6,0.46007970625273514,0.4880676247329516,0.28761349039811746,0.16461779981522695,0.6417355511144198,0.8646308540406715,0.3765170246425578,0.31174550490722924,0.20874929909107817,0.6166798242837208,0.5451467211185572,0.9810669383371027,0.9600734374356313,0.8500655145092664,0.8163488561148922,colsample 0.6,8,BAH,183.7
mcs120 + rl10,0.4619268290238951,0.4889925720985461,0.29152606475164916,0.16357044850406693,0.639338382126677,0.8646909351312879,0.37809100556898295,0.315952024410194,0.21224879089173673,0.6154597164955553,0.5455951179090008,0.9811076529747162,0.960166525668147,0.8501457873709986,0.8164272412449685,mcs120 + rl10,8,BAH,151.1
mcs120 + rl100 + col.6,0.492054047891868,0.4803560896825479,0.333331169885901,0.22318936340344322,0.6324339900458285,0.8905164827087602,0.39972004954396056,0.3365869455359923,0.27650104009168724,0.6302090516680547,0.5676447334356888,0.9865720617859458,0.9721780306704714,0.8717916426145432,0.836854199000549,mcs120 + rl100 + col.6,1,CGD,138.8
mcs120 + rl100 + col.6,0.4622432384748174,0.5038134890796985,0.3054272524436997,0.2413192763752031,0.6227523147326202,0.8814671715286084,0.39766451184267665,0.22515195297915191,0.2575206580879488,0.6211888029020414,0.5576054740960456,0.9849759884829117,0.9689275444276602,0.8624431683627223,0.8295377165824483,mcs120 + rl100 + col.6,5,CGD,135.6
mcs120 + rl100 + col.6,0.432540004870802,0.5173532252339174,0.2606455279143268,0.22513382438278862,0.6287380268358497,0.8546503935440333,0.371548056472739,0.20483580508953603,0.1886956043241267,0.6273764651992151,0.5455796728231315,0.9802393260141936,0.9588005996055637,0.8398031659435289,0.816612400798147,mcs120 + rl100 + col.6,7,BAH,129.5
mcs120 + rl100 + col.6,0.45794929923967204,0.48734927690471624,0.28531727508439386,0.16428554300157436,0.6379827627198129,0.8648738618531889,0.3750660303060451,0.307244993622807,0.2051268836888524,0.6152736142498489,0.5441256481041233,0.9810934240650899,0.9601351948576092,0.8504232995587996,0.814879331159561,mcs120 + rl100 + col.6,8,BAH,135.2
mcs120 + rl100 + col.6,0.46232506937349976,0.49159615197239387,0.3020651540513732,0.23946795098916399,0.6114622355492427,0.8795887610289128,0.3901961137221473,0.23071226081582308,0.25679575874931315,0.6371120282326969,0.5529096400176684,0.9845224394161759,0.9675446895239347,0.8600920761995432,0.8258405216199334,mcs120 + rl100 + col.6,6,CGD,143.4
mcs120 + rl100 + col.6,0.45468016468403727,0.49226215781637145,0.27979227845334975,0.17909485604656797,0.6117026635258782,0.8665809919779506,0.3776205056213538,0.2960725357818224,0.194878084149102,0.6142215647608225,0.5469311884168321,0.9815597228770099,0.9613757440847384,0.8515080588902433,0.8163166565608628,mcs120 + rl100 + col.6,3,BAH,145.8
