model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"plate 0.3, pxs 6",0.46433930198106577,0.45051225338001516,0.2668943209730191,0.2026568912014736,0.6054037604163403,0.8640851456513112,0.3551532711872481,0.3316611317332733,0.23073071393104297,0.6302337151019739,0.5446442882186173,0.9840174141807165,0.9662982180906394,0.8455362467711307,0.8254206691519089,"plate 0.3, pxs 6",4,CEK,0.45844785854894204,195.6
"plate 0.6, pxs 1",0.4522090912799834,0.48191692976430084,0.28611510726591394,0.17765192421192233,0.6049517641156459,0.865110292261453,0.37476462278570294,0.2881174264955192,0.19744199693418846,0.6122366992500405,0.5432064504064292,0.9814872004645063,0.9612871328938886,0.8504401361396215,0.8144062189336283,"plate 0.6, pxs 1",3,BAH,0.4421748372330655,188.7
"plate 0.6, pxs 1",0.4370360409685303,0.5038791219225964,0.27125806074967407,0.19099257044083565,0.5977009488330467,0.8544073429684672,0.3708722875613896,0.18336040547643262,0.23846997940994738,0.6120298788399885,0.5573487124642914,0.9830104140092628,0.964221828680602,0.8332018106304393,0.8342581283904117,"plate 0.6, pxs 1",0,CEK,0.4282046102871119,198.6
"plate 0.6, pxs 1",0.4565217641352628,0.49854568961869106,0.3009544847884276,0.2332384825585133,0.6168185780542137,0.876616555998833,0.39229573893176345,0.21227242894777532,0.2567105680568691,0.6172562647959362,0.5520458464406569,0.9842343005418532,0.9672670187141661,0.8585073176297928,0.824084186695988,"plate 0.6, pxs 1",5,CGD,0.44638835044500524,193.8
"plate 0.3, pxs 6",0.4572422920646715,0.5029928444240324,0.2954530769138501,0.22925594456013493,0.6219614465468443,0.8747745660805333,0.39171384186525005,0.2228568806672178,0.2521422923449531,0.6175588405463378,0.5520639945036866,0.9839794854318203,0.9667012967378157,0.85708056304965,0.8241146412262449,"plate 0.3, pxs 6",5,CGD,0.4452858531776222,208.1
"plate 0.6, pxs 1",0.4629329748387043,0.4425732586546818,0.2679769550943688,0.20621917537839649,0.6013478195455291,0.8637626694497059,0.3525571250627606,0.3289641865966405,0.23056343809672925,0.6304732165723921,0.5417662617431968,0.9840043506302547,0.9662713296066843,0.8449007601128636,0.8236040159606398,"plate 0.6, pxs 1",4,CEK,0.45923857154632897,201.8
"plate 0.6, pxs 2",0.43894893782677336,0.506084846241484,0.27104904092455523,0.19104086211019347,0.5995285671874732,0.8547809535483422,0.371737850652713,0.19047937468019022,0.2387877142383883,0.61273846235331,0.5586204086975995,0.9830307082159315,0.9642680795422273,0.8337264571157474,0.8355177991832541,"plate 0.6, pxs 2",0,CEK,0.42941213291653535,169.6
"plate 0.6, pxs 2",0.4878137038902081,0.47339366774063607,0.3264912540234116,0.22154512282742878,0.6307426215016956,0.8859812512229684,0.3938654528554605,0.33014680895550974,0.2742623448159556,0.6318479154128247,0.5616893627234746,0.9858755001241883,0.9706404548155256,0.8678139677232082,0.8316363931019044,"plate 0.6, pxs 2",1,CGD,0.4700065516209562,189.4
"plate 0.6, pxs 2",0.4406748341928357,0.5156546467593773,0.2753385284377068,0.21333712597642915,0.5902569551557363,0.8435603272217971,0.3795174308125473,0.19678822228616485,0.24193283380685493,0.6173603038698031,0.5520633887951026,0.9792648954909845,0.9565952904352516,0.8186584585114355,0.8280115418707205,"plate 0.6, pxs 2",2,DHY210,0.43091211103943383,171.5
"plate 0.6, pxs 6",0.4882069216316768,0.47704290391996074,0.3257536355194813,0.22136813586140947,0.6340409728720852,0.8860255402520838,0.39534712560241697,0.33051485758227156,0.2732627658588593,0.6324319049134561,0.563326340021678,0.9858938015632249,0.9706676622454709,0.8679508456579199,0.8336013961010991,"plate 0.6, pxs 6",1,CGD,0.468333844687351,163.9
"plate 0.6, pxs 2",0.45296411145800536,0.48493364192474575,0.2856791298676623,0.17730539425143838,0.6072611740193512,0.8650606835807304,0.3760101785121139,0.29030251797283846,0.1970633657627479,0.6126356712276444,0.544253724878981,0.9814571854560871,0.9612306877197261,0.8504348845289387,0.8149121958431944,"plate 0.6, pxs 2",3,BAH,0.44307903107622604,181.1
"plate 0.6, pxs 2",0.4643920407646346,0.44631840172580506,0.267584356361464,0.20457435585086448,0.6038966580713829,0.8641396511692682,0.35387457235585706,0.33306787214485956,0.23130794591517484,0.6305508666930992,0.5433043432099972,0.9840297664987743,0.9663455201352124,0.8454622353283295,0.8245311208684706,"plate 0.6, pxs 2",4,CEK,0.45991729882881843,190.8
"plate 0.6, pxs 6",0.4408430316170235,0.5077263645147696,0.2707939623422167,0.19011610577610977,0.6008204809209012,0.8550588953323152,0.3722165743309405,0.19902171846782266,0.23880457759488546,0.6126387311958845,0.5589595327139036,0.9830469586655057,0.9643146184596406,0.8342664786159462,0.835120666824453,"plate 0.6, pxs 6",0,CEK,0.4298107322337177,188.7
"plate 0.6, pxs 6",0.4418936371532738,0.5168031568072996,0.2758449257490271,0.21089249437064303,0.5924890485004556,0.8437804427494512,0.38001828212088795,0.20137011991884415,0.24240975264494474,0.6172430390921753,0.553053993023724,0.9792981542598544,0.9566152885962742,0.8192215283587221,0.8291751312529813,"plate 0.6, pxs 6",2,DHY210,0.4315983429740966,188.0
"plate 0.6, pxs 6",0.4651653048821702,0.45119833710798823,0.2676012132989299,0.20416996303305787,0.6054166608717184,0.8643666276150381,0.35591336367749477,0.3332511390726391,0.2316033603089707,0.6308980707826155,0.5450586297041071,0.9840350604169327,0.9663748127187058,0.8457084399395141,0.8264159937143049,"plate 0.6, pxs 6",4,CEK,0.45873676687142284,184.3
"plate 0.6, pxs 2",0.45849999213487846,0.5020702346484104,0.30021555897199176,0.23287008186518796,0.62023016830567,0.8767989250684596,0.3936015600293569,0.2202113662009757,0.25610304809174456,0.6181855900438371,0.5531675050183901,0.9842535043193015,0.9673095154339428,0.8587284320479972,0.8249106771719167,"plate 0.6, pxs 2",5,CGD,0.44755030289795084,199.5
"plate 0.6, pxs 6",0.4536487674275948,0.4889974896514046,0.28557839685590763,0.17767215598112965,0.6096801402076,0.8650727966625714,0.3779422770454693,0.2903111678390737,0.19715262282192858,0.613392005859441,0.5463336023113721,0.9814731290921516,0.9612569808439159,0.8502603273056486,0.8165294498607242,"plate 0.6, pxs 6",3,BAH,0.4425374907121606,190.9
"plate 1, pxs 1",0.4398497881795549,0.514019189998675,0.275449226108524,0.21694731581953167,0.5880148295616557,0.8432521571707849,0.3792437801412732,0.19283168344199283,0.24233058439714614,0.6177696331094955,0.5515798966260435,0.9792289824298928,0.9565348700344186,0.8180215882221277,0.8271078366944826,"plate 1, pxs 1",2,DHY210,0.43001820704861904,164.9
"plate 0.6, pxs 6",0.4601096874740805,0.504458902044961,0.30006777322014694,0.23227785587744604,0.6221445315165883,0.8769541505384119,0.39455582469722034,0.22672670421321367,0.25579923304586977,0.6185886772359837,0.5543169203335586,0.984282622765499,0.9673795285546638,0.8589371413074572,0.8258884366127768,"plate 0.6, pxs 6",5,CGD,0.4476255146538935,192.4
"plate 1, pxs 1",0.4896941507076897,0.47215847656733506,0.3322543713442614,0.22250217604103306,0.6288655048762596,0.887316513703556,0.3954695078041104,0.3317530994541241,0.2790184171329564,0.6306155723453819,0.5629522092799314,0.98608450014989,0.9711020953842557,0.8688792511610316,0.8329177483122576,"plate 1, pxs 1",1,CGD,0.47144921382552035,193.4
"plate 1, pxs 1",0.438988836073644,0.5057555291864576,0.2724551829093009,0.19176909009201315,0.5987370284419693,0.8547175913059938,0.372261043392347,0.18868889054347004,0.2403829210925014,0.6123952852145449,0.5585233223141928,0.9830247721553615,0.964278030800587,0.8334671126379896,0.835321384609231,"plate 1, pxs 1",0,CEK,0.4285844643516134,215.0
"plate 1, pxs 1",0.4528326138585201,0.4821286103391613,0.2876433441206201,0.17833530605698034,0.6049380238875803,0.8657780289717988,0.3755031763641841,0.2868816428336297,0.19973981210364058,0.6126256750659684,0.5442871095812677,0.9815634333647592,0.9614265248480509,0.8509590673150365,0.8149841840884365,"plate 1, pxs 1",3,BAH,0.4432580984801324,173.4
"plate 1, pxs 1",0.46331479830922073,0.44281416385498706,0.2683399304802872,0.20779418677571923,0.6018955573707017,0.8637038760081331,0.3530429657083353,0.3290410657549782,0.23141288831964438,0.6310193557414464,0.5424111058288218,0.9839907805640317,0.9662730771248059,0.8445443037265628,0.8243224594156093,"plate 1, pxs 1",4,CEK,0.4592061248440823,180.0
"plate 1, pxs 1",0.458536510858065,0.498875573125464,0.3051643839071606,0.2383265286030104,0.6169120935194685,0.8782405617269151,0.3947848985206404,0.21286422906204433,0.26019029177993525,0.6187747270836415,0.5540759401152368,0.9844940660022106,0.9678438767403246,0.8595847534762056,0.825448174388078,"plate 1, pxs 1",5,CGD,0.448383204152522,171.6
"plate 1, pxs 2",0.4400453192116718,0.5076434424721192,0.27161879785483617,0.19244670423008517,0.6001945318308165,0.8545675196335492,0.3727863486310582,0.19482699728596878,0.23847270362439912,0.6131631681131279,0.559179422676222,0.9830265963360849,0.964250021166538,0.8333042548749716,0.8355337527932001,"plate 1, pxs 2",0,CEK,0.42975349652856876,182.3
